match_id,match_date,recovery_time,recovery_x,recovery_y,recovery_player,recovery_player_id,time_to_attack,vert_progression,progression_speed,first_action_type,action_player
5674994,2025-04-04,445698,40.0,96.0,H. Lundkvist,571908,5.148,18.0,3.4965034965034967,pass,J. Rytting Kaneryd
5674994,2025-04-04,446726,42.0,97.0,J. Rytting Kaneryd,248585,4.12,16.0,3.883495145631068,pass,J. Rytting Kaneryd
5674994,2025-04-04,448235,44.0,97.0,J. Rytting Kaneryd,248585,2.611,14.0,5.361930294906165,pass,J. Rytting Kaneryd
5674994,2025-04-04,463761,64.0,70.0,J. Zigiotti Olme,226313,5.999,-27.0,-4.500750125020837,pass,N. Björn
5674994,2025-04-04,564469,67.0,60.0,F. Rolfö,52410,1.963,2.0,1.0188487009679061,pass,F. Rolfö
5674994,2025-04-04,574811,75.0,31.0,F. Rolfö,52410,2.55,8.0,3.1372549019607847,pass,F. Rolfö
5674994,2025-04-04,694180,21.0,77.0,J. Rytting Kaneryd,248585,8.023,33.0,4.113174622958993,pass,K. Asllani
5674994,2025-04-04,870345,78.0,80.0,K. Asllani,52644,4.504,3.0,0.6660746003552398,pass,K. Asllani
5674994,2025-04-04,1085596,36.0,74.0,T. Eriksson,1064015,3.383,-15.0,-4.433934377771209,pass,J. Andersson
5674994,2025-04-04,1094497,38.0,92.0,J. Rytting Kaneryd,248585,3.756,-1.0,-0.26624068157614483,pass,F. Angeldahl
5674994,2025-04-04,1096259,26.0,89.0,H. Lundkvist,571908,1.994,11.0,5.516549648946841,pass,F. Angeldahl
5674994,2025-04-04,1100934,31.0,86.0,H. Lundkvist,571908,7.096,-12.0,-1.6910935738444193,pass,H. Lundkvist
5674994,2025-04-04,1102021,32.0,72.0,,0,6.009,-13.0,-2.163421534365119,pass,H. Lundkvist
5674994,2025-04-04,1102895,31.0,90.0,,0,5.135,-12.0,-2.3369036027263874,pass,H. Lundkvist
5674994,2025-04-04,1169922,92.0,22.0,S. Blackstenius,248583,2.402,6.0,2.497918401332223,pass,S. Blackstenius
5674994,2025-04-04,1190697,65.0,9.0,J. Andersson,52072,1.975,-7.0,-3.5443037974683542,pass,J. Andersson
5674994,2025-04-04,1244037,96.0,54.0,T. Eriksson,1064015,2.23,-8.0,-3.587443946188341,shot,F. Angeldahl
5674994,2025-04-04,1247224,91.0,53.0,T. Eriksson,1064015,1.291,4.0,3.098373353989156,shot,S. Blackstenius
5674994,2025-04-04,1247672,95.0,43.0,S. Blackstenius,248583,0.843,0.0,0.0,shot,S. Blackstenius
5674994,2025-04-04,1514807,53.0,51.0,K. Asllani,52644,3.783,-20.0,-5.286809410520751,pass,H. Lundkvist
5674994,2025-04-04,1617843,79.0,79.0,J. Rytting Kaneryd,248585,6.969,-1.0,-0.14349261013057826,pass,J. Rytting Kaneryd
5674994,2025-04-04,1680313,88.0,4.0,F. Rolfö,52410,3.048,9.0,2.952755905511811,pass,F. Rolfö
5674994,2025-04-04,1805106,52.0,7.0,J. Andersson,52072,4.108,9.0,2.1908471275559886,pass,F. Rolfö
5674994,2025-04-04,1852575,40.0,9.0,J. Andersson,52072,5.458,-3.0,-0.5496518871381458,pass,J. Andersson
5674994,2025-04-04,1856371,37.0,21.0,J. Zigiotti Olme,226313,1.662,0.0,0.0,pass,J. Andersson
5674994,2025-04-04,1873304,54.0,78.0,N. Björn,212490,1.734,4.0,2.306805074971165,pass,N. Björn
5674994,2025-04-04,1877629,69.0,71.0,K. Asllani,52644,1.817,-1.0,-0.5503577325261421,pass,K. Asllani
5674994,2025-04-04,1878021,68.0,66.0,K. Asllani,52644,1.425,0.0,0.0,pass,K. Asllani
5674994,2025-04-04,1880592,69.0,73.0,F. Angeldahl,212489,1.282,4.0,3.1201248049921997,pass,F. Angeldahl
5674994,2025-04-04,2009432,44.0,34.0,J. Zigiotti Olme,226313,5.247,-15.0,-2.858776443682104,pass,T. Eriksson
5674994,2025-04-04,2016931,41.0,4.0,F. Rolfö,52410,9.456,1.0,0.10575296108291032,free_kick,
5674994,2025-04-04,2060703,79.0,76.0,K. Asllani,52644,7.007,-5.0,-0.7135721421435708,pass,J. Zigiotti Olme
5674994,2025-04-04,2075952,69.0,79.0,F. Angeldahl,212489,0.825,-3.0,-3.6363636363636367,pass,F. Angeldahl
5674994,2025-04-04,2084555,92.0,37.0,S. Blackstenius,248583,2.759,-2.0,-0.7249003262051468,pass,S. Blackstenius
5674994,2025-04-04,2122654,90.0,89.0,H. Lundkvist,571908,2.132,6.0,2.8142589118198873,pass,H. Lundkvist
5674994,2025-04-04,2245670,21.0,34.0,J. Andersson,52072,2.445,7.0,2.8629856850715747,pass,F. Rolfö
5674994,2025-04-04,2295917,60.0,22.0,J. Zigiotti Olme,226313,1.97,-15.0,-7.614213197969543,pass,J. Andersson
5674994,2025-04-04,2333176,78.0,40.0,F. Angeldahl,212489,1.335,7.0,5.2434456928838955,shot,F. Angeldahl
5674994,2025-04-04,2336230,84.0,61.0,J. Rytting Kaneryd,248585,2.687,-4.0,-1.48864905098623,pass,J. Rytting Kaneryd
5674994,2025-04-04,2378251,40.0,62.0,,0,0.25,-8.0,-32.0,pass,J. Zigiotti Olme
5674994,2025-04-04,2632438,12.0,83.0,,0,1.1,2.0,1.8181818181818181,pass,J. Zigiotti Olme
5674994,2025-04-04,2730154,44.0,45.0,T. Eriksson,1064015,1.162,44.0,37.86574870912221,pass,K. Asllani
5674994,2025-04-04,2805678,21.0,24.0,T. Eriksson,1064015,0.76,0.0,0.0,pass,T. Eriksson
5674994,2025-04-04,2850075,91.0,63.0,N. Björn,212490,1.546,-2.0,-1.2936610608020698,shot,F. Rolfö
5674994,2025-04-04,2727423,91.0,88.0,J. Rytting Kaneryd,248585,2.645,-4.0,-1.5122873345935728,pass,J. Rytting Kaneryd
5674994,2025-04-04,2879729,50.0,88.0,N. Björn,212490,8.166,-16.0,-1.9593436198873377,pass,N. Björn
5674994,2025-04-04,2885648,42.0,67.0,J. Zigiotti Olme,226313,2.247,-8.0,-3.5603026257231867,pass,N. Björn
5674994,2025-04-04,2923529,78.0,35.0,J. Zigiotti Olme,226313,2.66,-12.0,-4.511278195488722,pass,F. Angeldahl
5674994,2025-04-04,2929257,79.0,50.0,S. Blackstenius,248583,0.845,0.0,0.0,shot,S. Blackstenius
5674994,2025-04-04,3020997,19.0,70.0,H. Lundkvist,571908,5.375,-8.0,-1.4883720930232558,pass,J. Falk
5674994,2025-04-04,3278582,71.0,92.0,K. Asllani,52644,2.272,4.0,1.7605633802816902,pass,J. Rytting Kaneryd
5674994,2025-04-04,3292002,73.0,27.0,J. Andersson,52072,4.182,-4.0,-0.9564801530368244,pass,J. Andersson
5674994,2025-04-04,3433634,23.0,19.0,J. Andersson,52072,1.999,7.0,3.5017508754377187,pass,F. Rolfö
5674994,2025-04-04,3646020,55.0,66.0,N. Björn,212490,2.043,2.0,0.978952520802741,pass,F. Angeldahl
5674994,2025-04-04,3878382,49.0,78.0,K. Asllani,52644,4.031,-15.0,-3.721161002232697,pass,F. Angeldahl
5674994,2025-04-04,3880643,31.0,81.0,N. Björn,212490,1.77,3.0,1.694915254237288,pass,F. Angeldahl
5674994,2025-04-04,4020996,14.0,35.0,T. Eriksson,1064015,2.35,10.0,4.25531914893617,pass,F. Rolfö
5674994,2025-04-04,4037298,14.0,33.0,T. Eriksson,1064015,8.661,34.0,3.925643690105069,pass,J. Rytting Kaneryd
5674994,2025-04-04,4152934,11.0,56.0,T. Eriksson,1064015,4.034,7.0,1.7352503718393655,pass,K. Asllani
5674994,2025-04-04,4154892,22.0,45.0,,0,2.076,-4.0,-1.9267822736030829,pass,K. Asllani
5674994,2025-04-04,4167063,46.0,93.0,F. Angeldahl,212489,1.711,-9.0,-5.260081823495032,pass,H. Lundkvist
5674994,2025-04-04,4290156,96.0,50.0,T. Eriksson,1064015,2.211,-8.0,-3.6182722749886933,pass,F. Angeldahl
5674994,2025-04-04,4370409,53.0,77.0,N. Björn,212490,1.287,-10.0,-7.77000777000777,pass,T. Eriksson
5674994,2025-04-04,4594688,77.0,77.0,R. Blomqvist,271524,6.468,-17.0,-2.6283240568954853,pass,J. Andersson
5674994,2025-04-04,4634584,61.0,84.0,,0,2.069,1.0,0.48332527791203483,pass,F. Angeldahl
5674994,2025-04-04,4684959,62.0,20.0,H. Bennison,566401,1.868,5.0,2.6766595289079227,pass,H. Bennison
5674994,2025-04-04,4692326,74.0,69.0,J. Rytting Kaneryd,248585,1.454,3.0,2.063273727647868,pass,R. Blomqvist
5674994,2025-04-04,4708560,61.0,77.0,H. Bennison,566401,3.827,2.0,0.5226025607525477,pass,H. Bennison
5674994,2025-04-04,4835611,68.0,14.0,F. Rolfö,52410,7.133,16.0,2.2430954717510163,pass,E. Wangerheim
5674994,2025-04-04,4838541,68.0,3.0,E. Wangerheim,676040,4.203,16.0,3.806804663335712,pass,E. Wangerheim
5674994,2025-04-04,4850690,76.0,41.0,R. Blomqvist,271524,7.009,-41.0,-5.849621914681124,pass,T. Eriksson
5674994,2025-04-04,4923528,21.0,13.0,R. Blomqvist,271524,3.264,-8.0,-2.450980392156863,pass,T. Eriksson
5674994,2025-04-04,4925037,13.0,28.0,J. Andersson,52072,1.755,0.0,0.0,pass,T. Eriksson
5674994,2025-04-04,5117530,84.0,74.0,H. Lundkvist,571908,3.998,-11.0,-2.7513756878439217,pass,F. Angeldahl
5674994,2025-04-04,5126170,85.0,97.0,S. Jakobsson,102487,1.673,4.0,2.390914524805738,pass,S. Jakobsson
5674994,2025-04-04,5241492,52.0,16.0,F. Rolfö,52410,9.334,-37.0,-3.964002571244911,pass,H. Bennison
5674994,2025-04-04,5249470,9.0,51.0,N. Björn,212490,1.356,6.0,4.424778761061947,pass,H. Bennison
5674994,2025-04-04,5254118,27.0,65.0,R. Blomqvist,271524,1.26,2.0,1.5873015873015872,pass,R. Blomqvist
5674994,2025-04-04,5304628,93.0,87.0,S. Jakobsson,102487,1.592,4.0,2.5125628140703515,pass,S. Jakobsson
5674994,2025-04-04,5365890,29.0,62.0,,0,9.483,-2.0,-0.21090372245070124,free_kick,N. Björn
5674994,2025-04-04,5388392,59.0,81.0,R. Blomqvist,271524,4.341,17.0,3.916148352914075,pass,R. Blomqvist
5674994,2025-04-04,5444775,94.0,85.0,S. Jakobsson,102487,2.029,2.0,0.9857072449482505,pass,S. Jakobsson
5674994,2025-04-04,5522602,40.0,39.0,T. Eriksson,1064015,7.274,-9.0,-1.2372834753918065,pass,T. Eriksson
5674994,2025-04-04,5564487,68.0,60.0,N. Björn,212490,0.995,4.0,4.0201005025125625,pass,N. Björn
5674994,2025-04-04,5789947,59.0,14.0,F. Rolfö,52410,3.549,-19.0,-5.353620738236123,pass,N. Björn
5674994,2025-04-04,5791761,44.0,33.0,T. Eriksson,1064015,1.735,-4.0,-2.3054755043227666,pass,N. Björn
5574551,2024-06-04,137493,55.0,12.0,F. Rolfö,52410,3.409,-25.0,-7.333528894103843,pass,L. Sembrant
5574551,2024-06-04,137678,51.0,18.0,,0,3.224,-21.0,-6.5136476426799,pass,L. Sembrant
5574551,2024-06-04,170424,85.0,16.0,F. Rolfö,52410,2.342,9.0,3.842869342442357,pass,F. Rolfö
5574551,2024-06-04,192236,17.0,92.0,J. Rytting Kaneryd,248585,6.818,-9.0,-1.3200352009386918,pass,L. Sembrant
5574551,2024-06-04,194975,12.0,66.0,J. Zigiotti Olme,226313,4.079,-4.0,-0.9806325079676392,pass,L. Sembrant
5574551,2024-06-04,287538,54.0,28.0,J. Andersson,52072,0.779,4.0,5.134788189987163,pass,J. Andersson
5574551,2024-06-04,402580,68.0,70.0,J. Rytting Kaneryd,248585,9.251,-23.0,-2.486217706193925,pass,J. Andersson
5574551,2024-06-04,409240,53.0,50.0,J. Zigiotti Olme,226313,2.591,-8.0,-3.0876109610189113,pass,J. Andersson
5574551,2024-06-04,663251,46.0,67.0,F. Angeldahl,212489,3.672,5.0,1.3616557734204793,pass,J. Zigiotti Olme
5574551,2024-06-04,664365,53.0,74.0,K. Asllani,52644,2.558,-2.0,-0.7818608287724785,pass,J. Zigiotti Olme
5574551,2024-06-04,665683,44.0,77.0,J. Zigiotti Olme,226313,1.24,7.0,5.645161290322581,pass,J. Zigiotti Olme
5574551,2024-06-04,721060,62.0,90.0,H. Lundkvist,571908,3.727,2.0,0.5366246310705661,pass,F. Angeldahl
5574551,2024-06-04,816811,20.0,13.0,M. Eriksson,52012,5.491,-7.0,-1.2748133309051175,pass,J. Andersson
5574551,2024-06-04,820022,19.0,5.0,J. Andersson,52072,2.28,-6.0,-2.6315789473684212,pass,J. Andersson
5574551,2024-06-04,871392,73.0,71.0,J. Rytting Kaneryd,248585,4.71,-25.0,-5.307855626326964,pass,L. Sembrant
5574551,2024-06-04,1104060,56.0,77.0,F. Angeldahl,212489,1.283,-8.0,-6.235385814497272,pass,H. Lundkvist
5574551,2024-06-04,1109207,66.0,75.0,K. Asllani,52644,1.017,-4.0,-3.9331366764995086,pass,K. Asllani
5574551,2024-06-04,1115548,90.0,28.0,F. Rolfö,52410,4.423,-4.0,-0.9043635541487678,pass,F. Rolfö
5574551,2024-06-04,1130639,89.0,16.0,J. Andersson,52072,6.848,-15.0,-2.1904205607476634,pass,F. Rolfö
5574551,2024-06-04,1194299,91.0,49.0,F. Rolfö,52410,0.75,1.0,1.3333333333333333,shot,F. Rolfö
5574551,2024-06-04,1234929,53.0,72.0,J. Zigiotti Olme,226313,5.649,-14.0,-2.4783147459727384,pass,J. Zigiotti Olme
5574551,2024-06-04,1236811,41.0,76.0,L. Sembrant,52976,3.767,-2.0,-0.5309264666843643,pass,J. Zigiotti Olme
5574551,2024-06-04,1239177,44.0,79.0,L. Sembrant,52976,1.401,-5.0,-3.5688793718772307,pass,J. Zigiotti Olme
5574551,2024-06-04,1310814,52.0,88.0,J. Rytting Kaneryd,248585,9.749,4.0,0.4102984921530413,pass,F. Rolfö
5574551,2024-06-04,1312409,57.0,78.0,K. Asllani,52644,8.154,-1.0,-0.12263919548687761,pass,F. Rolfö
5574551,2024-06-04,1528913,60.0,41.0,M. Eriksson,52012,1.696,-9.0,-5.306603773584905,pass,J. Andersson
5574551,2024-06-04,1540501,88.0,41.0,F. Rolfö,52410,1.212,1.0,0.8250825082508251,shot,F. Rolfö
5574551,2024-06-04,1599231,94.0,61.0,H. Lundkvist,571908,4.344,3.0,0.6906077348066297,pass,H. Lundkvist
5574551,2024-06-04,1603363,96.0,88.0,H. Lundkvist,571908,0.212,1.0,4.716981132075472,pass,H. Lundkvist
5574551,2024-06-04,1681078,55.0,26.0,M. Janogy,52663,1.463,-12.0,-8.202323991797675,pass,J. Zigiotti Olme
5574551,2024-06-04,1681785,44.0,31.0,J. Zigiotti Olme,226313,0.756,-1.0,-1.3227513227513228,pass,J. Zigiotti Olme
5574551,2024-06-04,1683405,35.0,34.0,M. Eriksson,52012,0.551,4.0,7.259528130671506,pass,M. Eriksson
5574551,2024-06-04,1685701,44.0,36.0,K. Asllani,52644,1.965,-3.0,-1.5267175572519083,pass,K. Asllani
5574551,2024-06-04,1720057,62.0,70.0,H. Lundkvist,571908,7.38,27.0,3.658536585365854,pass,K. Asllani
5574551,2024-06-04,1721480,66.0,69.0,K. Asllani,52644,5.957,23.0,3.8610038610038613,pass,K. Asllani
5574551,2024-06-04,1726236,80.0,77.0,K. Asllani,52644,1.201,9.0,7.493755203996669,pass,K. Asllani
5574551,2024-06-04,1728667,91.0,48.0,M. Janogy,52663,2.574,-3.0,-1.1655011655011656,shot,M. Janogy
5574551,2024-06-04,1789702,33.0,83.0,L. Sembrant,52976,1.258,0.0,0.0,pass,F. Angeldahl
5574551,2024-06-04,1789706,34.0,83.0,J. Zigiotti Olme,226313,1.254,-1.0,-0.7974481658692185,pass,F. Angeldahl
5574551,2024-06-04,1795773,36.0,61.0,J. Zigiotti Olme,226313,3.556,5.0,1.40607424071991,pass,F. Angeldahl
5574551,2024-06-04,2205021,86.0,11.0,M. Janogy,52663,8.209,-5.0,-0.6090875867949811,pass,F. Rolfö
5574551,2024-06-04,2219790,96.0,7.0,J. Andersson,52072,5.448,-33.0,-6.05726872246696,pass,M. Eriksson
5574551,2024-06-04,2387714,87.0,82.0,J. Rytting Kaneryd,248585,8.001,-19.0,-2.374703162104737,pass,J. Zigiotti Olme
5574551,2024-06-04,2388195,86.0,75.0,J. Rytting Kaneryd,248585,7.52,-18.0,-2.393617021276596,pass,J. Zigiotti Olme
5574551,2024-06-04,2460489,42.0,83.0,J. Zigiotti Olme,226313,5.176,9.0,1.7387944358578051,pass,F. Rolfö
5574551,2024-06-04,2460668,45.0,82.0,,0,4.997,6.0,1.2007204322593557,pass,F. Rolfö
5574551,2024-06-04,2538100,62.0,90.0,J. Zigiotti Olme,226313,2.656,10.0,3.765060240963855,pass,J. Rytting Kaneryd
5574551,2024-06-04,2625816,63.0,74.0,K. Asllani,52644,2.5,4.0,1.6,pass,K. Asllani
5574551,2024-06-04,2626885,68.0,69.0,M. Janogy,52663,1.431,-1.0,-0.6988120195667366,pass,K. Asllani
5574551,2024-06-04,2627814,68.0,74.0,,0,0.502,-1.0,-1.9920318725099602,pass,K. Asllani
5574551,2024-06-04,2695038,71.0,93.0,J. Rytting Kaneryd,248585,0.967,-7.0,-7.238883143743537,pass,J. Rytting Kaneryd
5574551,2024-06-04,2697596,59.0,93.0,H. Lundkvist,571908,5.452,-16.0,-2.93470286133529,pass,J. Rytting Kaneryd
5574551,2024-06-04,2748490,55.0,77.0,J. Zigiotti Olme,226313,1.868,10.0,5.353319057815845,pass,K. Asllani
5574551,2024-06-04,2848719,67.0,50.0,,0,4.859,-14.0,-2.881251286272896,pass,J. Zigiotti Olme
5574551,2024-06-04,2857250,68.0,24.0,M. Janogy,52663,0.943,-4.0,-4.241781548250265,pass,M. Janogy
5574551,2024-06-04,2914355,58.0,35.0,J. Andersson,52072,3.419,4.0,1.16993272886809,pass,F. Angeldahl
5574551,2024-06-04,2714012,41.0,72.0,J. Zigiotti Olme,226313,8.633,-24.0,-2.7800301169929345,pass,L. Sembrant
5574551,2024-06-04,2744449,11.0,83.0,H. Lundkvist,571908,5.909,54.0,9.138602132340498,pass,K. Asllani
5574551,2024-06-04,2747014,7.0,84.0,J. Rytting Kaneryd,248585,3.344,58.0,17.3444976076555,pass,K. Asllani
5574551,2024-06-04,2761138,28.0,34.0,F. Rolfö,52410,7.677,-11.0,-1.432851374234727,pass,H. Lundkvist
5574551,2024-06-04,2764017,34.0,31.0,,0,4.798,-17.0,-3.5431429762401,pass,H. Lundkvist
5574551,2024-06-04,2843914,9.0,50.0,L. Sembrant,52976,9.664,44.0,4.552980132450331,pass,J. Zigiotti Olme
5574551,2024-06-04,2845938,22.0,67.0,F. Angeldahl,212489,7.64,31.0,4.057591623036649,pass,J. Zigiotti Olme
5574551,2024-06-04,2859810,24.0,92.0,H. Lundkvist,571908,1.887,38.0,20.1377848436672,pass,F. Rolfö
5574551,2024-06-04,2880792,89.0,26.0,F. Rolfö,52410,0.907,-3.0,-3.3076074972436604,pass,F. Rolfö
5574551,2024-06-04,2890148,74.0,20.0,F. Rolfö,52410,5.537,-34.0,-6.140509301065559,pass,L. Sembrant
5574551,2024-06-04,2892717,73.0,16.0,F. Rolfö,52410,2.968,-33.0,-11.118598382749326,pass,L. Sembrant
5574551,2024-06-04,3023018,37.0,45.0,J. Andersson,52072,0.457,4.0,8.752735229759299,pass,J. Andersson
5574551,2024-06-04,3025614,40.0,44.0,J. Zigiotti Olme,226313,4.31,-5.0,-1.160092807424594,pass,L. Sembrant
5574551,2024-06-04,3034786,54.0,40.0,F. Rolfö,52410,3.568,14.0,3.9237668161434978,pass,F. Rolfö
5574551,2024-06-04,3096839,86.0,19.0,M. Janogy,52663,8.475,-15.0,-1.7699115044247788,pass,J. Zigiotti Olme
5574551,2024-06-04,3108392,87.0,9.0,J. Andersson,52072,2.807,10.0,3.5625222657641613,pass,J. Andersson
5574551,2024-06-04,3114891,84.0,11.0,F. Rolfö,52410,3.251,-8.0,-2.460781298062135,pass,F. Rolfö
5574551,2024-06-04,3157517,58.0,17.0,F. Rolfö,52410,2.258,-16.0,-7.085916740478299,pass,M. Eriksson
5574551,2024-06-04,3227037,38.0,28.0,J. Zigiotti Olme,226313,2.33,-5.0,-2.1459227467811157,pass,J. Andersson
5574551,2024-06-04,3324941,25.0,61.0,L. Sembrant,52976,2.329,10.0,4.293688278231,pass,F. Angeldahl
5574551,2024-06-04,3375536,37.0,65.0,L. Sembrant,52976,9.559,-20.0,-2.092269065801862,pass,H. Lundkvist
5574551,2024-06-04,3500780,54.0,6.0,J. Andersson,52072,1.093,-14.0,-12.808783165599268,pass,J. Andersson
5574551,2024-06-04,3612684,72.0,88.0,H. Lundkvist,571908,7.811,12.0,1.5362949686339777,pass,H. Lundkvist
5574551,2024-06-04,3619389,84.0,86.0,H. Lundkvist,571908,1.106,0.0,0.0,pass,H. Lundkvist
5574551,2024-06-04,3648013,38.0,68.0,L. Sembrant,52976,2.752,-4.0,-1.4534883720930234,pass,L. Sembrant
5574551,2024-06-04,3695332,11.0,97.0,H. Lundkvist,571908,4.527,15.0,3.313452617627568,pass,J. Rytting Kaneryd
5574551,2024-06-04,3740842,30.0,25.0,J. Zigiotti Olme,226313,6.27,4.0,0.6379585326953748,pass,H. Lundkvist
5574551,2024-06-04,3797437,55.0,74.0,J. Zigiotti Olme,226313,1.311,-10.0,-7.627765064836003,pass,F. Angeldahl
5574551,2024-06-04,3799805,56.0,78.0,J. Zigiotti Olme,226313,6.459,-7.0,-1.0837590958352687,free_kick,F. Angeldahl
5574551,2024-06-04,3811573,62.0,88.0,J. Rytting Kaneryd,248585,6.538,-17.0,-2.6001835423676964,pass,F. Angeldahl
5574551,2024-06-04,3817866,42.0,80.0,L. Sembrant,52976,0.245,3.0,12.244897959183673,pass,F. Angeldahl
5574551,2024-06-04,4116303,47.0,64.0,J. Zigiotti Olme,226313,4.881,-11.0,-2.253636549887318,pass,J. Andersson
5574551,2024-06-04,4119218,41.0,58.0,J. Zigiotti Olme,226313,1.966,-5.0,-2.5432349949135302,pass,J. Andersson
5574551,2024-06-04,4141803,69.0,63.0,R. Kafaji,675985,3.102,7.0,2.256608639587363,shot,R. Kafaji
5574551,2024-06-04,4469538,13.0,85.0,H. Lundkvist,571908,1.264,9.0,7.120253164556962,pass,H. Bennison
5574551,2024-06-04,4533364,38.0,97.0,H. Lundkvist,571908,1.213,1.0,0.8244023083264632,pass,H. Lundkvist
5574551,2024-06-04,4800084,80.0,86.0,H. Lundkvist,571908,0.605,4.0,6.6115702479338845,pass,H. Lundkvist
5574551,2024-06-04,4923832,77.0,82.0,R. Kafaji,675985,3.732,-4.0,-1.0718113612004287,pass,R. Kafaji
5574551,2024-06-04,4987685,97.0,50.0,M. Eriksson,52012,0.95,2.0,2.1052631578947367,shot,M. Eriksson
5574551,2024-06-04,5064075,45.0,91.0,R. Kafaji,675985,5.312,12.0,2.259036144578313,pass,R. Kafaji
5574551,2024-06-04,5065889,45.0,87.0,R. Kafaji,675985,3.498,12.0,3.4305317324185247,pass,R. Kafaji
5574551,2024-06-04,5154998,96.0,55.0,L. Sembrant,52976,2.141,-2.0,-0.9341429238673516,pass,L. Sembrant
5574551,2024-06-04,5200040,41.0,9.0,F. Rolfö,52410,4.839,-22.0,-4.5463938830336845,pass,M. Eriksson
5574551,2024-06-04,5200462,42.0,11.0,R. Kafaji,675985,4.417,-23.0,-5.207154177043242,pass,M. Eriksson
5574551,2024-06-04,5202511,40.0,8.0,F. Rolfö,52410,2.368,-21.0,-8.868243243243244,pass,M. Eriksson
5574551,2024-06-04,5211034,43.0,22.0,R. Kafaji,675985,1.954,4.0,2.0470829068577276,pass,R. Kafaji
5574551,2024-06-04,5221038,88.0,72.0,S. Jakobsson,102487,7.172,-48.0,-6.692693809258227,pass,M. Eriksson
5574551,2024-06-04,5255386,69.0,74.0,,0,0.377,-2.0,-5.305039787798409,pass,S. Jakobsson
5574551,2024-06-04,5258859,78.0,68.0,R. Kafaji,675985,1.997,8.0,4.006009013520281,pass,R. Kafaji
5574551,2024-06-04,5362946,13.0,43.0,M. Eriksson,52012,0.648,13.0,20.061728395061728,pass,H. Bennison
5574551,2024-06-04,5463216,59.0,24.0,J. Zigiotti Olme,226313,2.945,-5.0,-1.697792869269949,pass,F. Rolfö
5574551,2024-06-04,5493486,90.0,25.0,R. Kafaji,675985,0.444,-2.0,-4.504504504504505,shot,R. Kafaji
5574551,2024-06-04,5540555,66.0,35.0,P. Hammarlund,52990,1.882,-12.0,-6.376195536663125,pass,J. Zigiotti Olme
5574551,2024-06-04,5554373,71.0,5.0,,0,0.441,-6.0,-13.605442176870747,pass,F. Rolfö
